,Dataset,Model,Next Step,Next Resource,Last Resource,Outcome,Next relative Timestamp,Duration to Outcome,Activity Suffix,Resource Suffix
70,BPIC17_O,MiDA,0.8805520534515381,0.06424174457788467,0.19196398556232452,0.8273648023605347,3.3262152671813965,8.901748657226562,,
71,BPIC17_O,MPPN,0.8176010847091675,0.5315085649490356,0.20705632865428925,0.5185344815254211,3.5982751846313477,9.554888725280762,,
72,BPIC20_RFP,Evermann,0.7913233637809753,0.8372288346290588,0.9579619765281677,0.9572893977165222,,,,
73,BPIC20_RFP,Tax_Spezialized,0.7919959425926208,,,0.9572893977165222,2.3170881271362305,5.911911964416504,,
74,BPIC20_RFP,Tax_Shared,0.8495039343833923,,,0.9572893977165222,2.2366480827331543,5.5408935546875,,
75,BPIC20_RFP,Tax_Mixed,0.2128804475069046,,,0.9572893977165222,6.831514358520508,8.563427925109863,,
76,BPIC20_RFP,Camargo_Spezialized,0.7919959425926208,0.8372288346290588,0.9579619765281677,0.9572893977165222,2.6949732303619385,5.883294582366943,,
77,BPIC20_RFP,Camargo_concat,0.7921640872955322,0.9973095655441284,0.9579619765281677,0.9572893977165222,2.746452569961548,6.027373313903809,,
78,BPIC20_RFP,Camargo_fullconcat,0.7908189296722412,0.9973095655441284,0.9579619765281677,0.9572893977165222,2.55197811126709,6.090169429779053,,
79,BPIC20_RFP,MiDA,0.6342693567276001,0.9959643483161926,0.9579619765281677,0.9572893977165222,2.9176836013793945,5.825563430786133,,
80,BPIC20_RFP,MPPN,0.8500084280967712,0.997141420841217,0.9579619765281677,0.9572893977165222,3.355073928833008,6.102731704711914,,
